Title,Available Globally?,Release Date,Hours Viewed,Runtime,Views
Plaha: Season 1,No,,4200000,10:48,400000
Van Helsing: Season 2,Yes,2018-01-19,4200000,9:24,400000
Copycat Killer: Season 1 // 模仿犯: 第 1 季,Yes,2023-03-31,4100000,9:52,400000
Fear the Walking Dead: Season 2,No,,4100000,10:52,400000
Friends (1994): Season 6,No,,4100000,9:08,400000
HANA-KIMI: Season 1 // 花ざかりの君たちへ～イケメン♂パラダイス～: シーズン1,Yes,,4100000,10:13,400000
Legacies: Season 2,No,,4100000,11:15,400000
Physical: 100: Season 2 // 피지컬: 100: 시즌 2,No,2024-03-19,4100000,10:23,400000
Rescue Me (2004): Season 4,Yes,,4100000,9:45,400000
Club de Cuervos: Season 4,Yes,2019-01-25,4000000,10:59,400000
House of Cards: Season 4,Yes,2016-03-04,4000000,10:43,400000
The Garfield Show: Season 2,No,,4000000,10:17,400000
Your Honor (2020): Season 1,No,,4000000,9:27,400000
Bapa Mentuaku Mafia: Season 1,No,,3900000,9:05,400000
Deadwind: Season 1 // Karppi: Kausi 1,Yes,2018-08-23,3900000,8:55,400000
The Society: Season 1,Yes,2019-05-10,3900000,9:25,400000
Titans: Season 4,No,2023-06-25,3900000,9:57,400000
TSUKIMICHI -Moonlit Fantasy-: Season 2 // 月が導く異世界道中: シーズン2,No,,3900000,9:52,400000
Bloodline: Season 3,No,2017-05-26,3700000,9:16,400000
Iryu Team Medical Dragon: Season 1 // 医龍 Team Medical Dragon: シーズン1,No,,3700000,8:56,400000
Light of My Lion: Season 1 // ライオンの隠れ家: シーズン1,No,,3700000,8:14,400000
New Amsterdam (2018): Season 5,No,,3700000,9:13,400000
The Parkers: Season 4,No,,3700000,8:40,400000
"BASTARD‼ -Heavy Metal, Dark Fantasy-: Season 1 // BASTARD!! ー暗黒の破壊神ー: シーズン1",Yes,2022-06-30,3600000,10:01,400000
Friends (1994): Season 7,No,,3600000,8:45,400000
Good Witch (2015): Season 3,No,,3600000,8:26,400000
Naruto Shippuden: Season 11 // NARUTO-ナルト- 疾風伝: オリジナル(2) 航海編,No,,3600000,8:05,400000
The Confidence Man JP: Season 1 // コンフィデンスマンJP: シーズン1,No,,3600000,8:27,400000
Thomas & Friends: All Engines Go: Season 1,No,,3600000,*,400000
Van Helsing: Season 3,Yes,2019-02-25,3600000,9:24,400000
Akame ga Kill!: Season 1 // アカメが斬る!: シーズン1,No,,3500000,9:28,400000
Dog Man: Season 1 // 欠妳的那場婚禮: 第 1 季 // 欠你的那场婚礼: 第 1 季,No,,3500000,8:13,400000
Hajime no Ippo: The Fighting!: New Challenger // はじめの一歩: New Challenger,No,,3500000,9:59,400000
Hitler's Circle of Evil: Season 1,Yes,,3500000,8:42,400000
Home Improvement: Season 2,No,,3500000,9:51,400000
Ichikei’s Crow – The Criminal Court Judges: Season 1 // イチケイのカラス: シーズン1,Yes,,3500000,9:26,400000
"Love Is Blind, Habibi: Season 1 // الحب أعمى، حبيبي: موسم 1",No,2024-10-10,3500000,9:25,400000
Lovestruck in the City: Season 1 // 도시남녀의 사랑법: 시즌 1,Yes,2020-12-22,3500000,9:13,400000
Nicky Jam: El Ganador: Season 1,Yes,2018-11-30,3500000,9:44,400000
Offline Love: Season 1 // オフライン ラブ: シーズン1,No,2025-02-18,3500000,9:55,400000
The Adventures of Paddington: Season 1,No,,3500000,9:07,400000
The Parkers: Season 2,No,,3500000,7:51,400000
Arrested Development: Season 5,No,2018-05-29,3400000,7:56,400000
El marginal: Season 3,No,2019-09-27,3400000,7:46,400000
Friends (1994): Season 8,No,,3400000,8:45,400000
Home Town (2016): Season 3,No,,3400000,9:20,400000
Rurouni Kenshin: Season 1 // るろうに剣心 -明治剣客浪漫譚-: シーズン1,No,,3400000,9:09,400000
Song of the Bandits: Season 1 // 도적: 칼의 소리: 시즌 1,Yes,2023-09-22,3400000,8:38,400000
The Hot Spot: Season 1 // ホットスポット: シーズン1,Yes,,3400000,7:38,400000
The Resurrected: Season 1 // 回魂計: 第 1 季 // 回魂计: 第 1 季,Yes,2025-10-09,3400000,8:11,400000
Ancient Aliens: Season 9,No,,3300000,8:37,400000
Blindspot (2015): Season 5,No,,3300000,7:50,400000
Good Witch (2015): Season 4,No,,3300000,8:31,400000
I AM A KILLER: Season 1,Yes,2018-08-03,3300000,8:33,400000
Naruto Shippuden: Season 9 // NARUTO-ナルト- 疾風伝: オリジナル(1) 過去編,No,,3300000,8:05,400000
Next in Fashion: Season 2,No,2023-03-03,3300000,7:52,400000
RIPLEY: Limited Series,Yes,2024-04-04,3300000,7:29,400000
The Bernie Mac Show: Season 2,No,,3300000,8:01,400000
The Big Bang Theory: Season 4,No,,3300000,8:19,400000
The Greatest Teacher: Season 1 // 最高の教師 1年後、私は生徒に■された: シーズン1,No,,3300000,7:36,400000
Van Helsing: Season 4,Yes,2020-02-08,3300000,9:25,400000
Zoey's Extraordinary Playlist: Season 2,No,,3300000,9:25,400000
El marginal: Season 4,No,2022-01-19,3200000,7:50,400000
Let This Grieving Soul Retire!: Season 1 // 嘆きの亡霊は引退したい: シーズン1,No,,3200000,*,400000
Suburra: Blood on Rome: Season 1 // Suburra: La serie: Stagione 1,Yes,2017-10-06,3200000,8:26,400000
The Bernie Mac Show: Season 3,No,,3200000,7:57,400000
The Big Bang Theory: Season 5,No,,3200000,8:16,400000
Travelers: Season 3,Yes,2018-12-14,3200000,7:43,400000
30 Rock: Season 3,No,,3100000,7:29,400000
Freud: Season 1,No,2020-03-23,3100000,6:57,400000
Good Witch (2015): Season 5,No,,3100000,8:33,400000
Graveyard: Season 2 // Mezarlık: 2. Sezon,Yes,2025-02-27,3100000,7:30,400000
Oggy Oggy: Season 3,Yes,2023-10-16,3100000,8:30,400000
Orphan Black: Season 3,No,2015-04-19,3100000,7:00,400000
The Big Bang Theory: Season 2,No,,3100000,8:00,400000
The Disappearance of Madeleine McCann: Limited Series,Yes,2019-03-15,3100000,7:20,400000
The Jamie Foxx Show: Season 1,No,,3100000,8:14,400000
Unsolved Mysteries: Volume 3,Yes,2022-10-18,3100000,7:00,400000
Zomvivor: Season 1 // มหาลัยคลั่ง: ซีซั่น 1,Yes,,3100000,7:17,400000
Away: Season 1,Yes,2020-09-04,3000000,8:24,400000
Boruto: Naruto Next Generations: Chunin Exam // BORUTO ボルト NEXT GENERATIONS: 中忍試験編,No,,3000000,7:57,400000
Club de Cuervos: Season 3,Yes,2017-09-29,3000000,7:33,400000
Extremely Inappropriate!: Season 1 // 不適切にもほどがある!: シーズン1,No,,3000000,7:57,400000
Formula 1: Drive to Survive: Season 4,Yes,2022-03-11,3000000,7:02,400000
Formula 1: Drive to Survive: Season 5,Yes,2023-02-24,3000000,6:45,400000
From Me to You: Kimi ni Todoke: Season 1 // 君に届け: シーズン1,Yes,2023-03-30,3000000,6:50,400000
PLUTO: Season 1,Yes,2023-10-26,3000000,8:14,400000
Slasher: The Executioner,Yes,2016-05-17,3000000,6:44,400000
Soda Master: Season 1 // ラムネモンキー: シーズン1,No,,3000000,8:18,400000
The Big Bang Theory: Season 3,No,,3000000,7:51,400000
The Big Bang Theory: Season 6,No,,3000000,8:13,400000
The House of Flowers: Season 1 // La casa de las flores: Temporada 1,Yes,2018-08-10,3000000,6:49,400000
The Mole: Season 1,No,2022-10-07,3000000,7:18,400000
The Trial: Season 1 // Il processo: Stagione 1,Yes,2019-12-17,3000000,6:51,400000
Club de Cuervos: Season 2,Yes,2016-12-09,2900000,7:01,400000
Good Luck!! (2003): Season 1,No,,2900000,8:14,400000
Griya: Season 1,No,,2900000,6:39,400000
The Big Bang Theory: Season 7,No,,2900000,8:03,400000
The Lieutenant Ninzaburo Furuhata: Season 2 // 警部補・古畑任三郎: 第2シリーズ,No,,2900000,7:22,400000
Cuffs: Season 1,No,,2800000,7:37,400000
Dele: Season 1,No,,2800000,6:26,400000
Horrid Henry: Season 5,No,,2800000,7:35,400000
I AM A KILLER: Season 2,No,2020-01-31,2800000,7:42,400000
"Mr. Housekeeper, Mitazono: Season 2 // 家政夫のミタゾノ(2018)",No,,2800000,6:24,400000
My Lover My Killer: Season 2,No,,2800000,7:18,400000
Orphan Black: Season 4,No,2016-04-15,2800000,7:02,400000
Rotten Legacy: Season 1 // Legado: Temporada 1,Yes,2025-05-16,2800000,6:41,400000
The Big Bang Theory: Season 8,No,,2800000,7:57,400000
Women Document Detectives: Season 1 // 未解決の女 警視庁文書捜査官: シーズン1,No,,2800000,6:40,400000
Formula 1: Drive to Survive: Season 3,Yes,2021-03-19,2700000,6:47,400000
Petit Ours Brun: Little Brown Bear: Season 1,No,,2700000,6:04,400000
Unbreakable Kimmy Schmidt: Season 3,Yes,2017-05-19,2700000,6:53,400000
Weeds: Season 4,No,,2700000,6:04,400000
A Body that Works: Season 1 // גוף שלישי: עונה 1,No,,2600000,7:16,400000
Against the Ropes: Season 1 // Contra las cuerdas: Temporada 1,No,2023-01-25,2600000,6:40,400000
Aníkúlápó: The Series: Season 1: Rise of the Spectre,Yes,2024-03-01,2600000,6:40,400000
Call the Midwife: Series 5,No,,2600000,6:50,400000
Chastity High: Season 1 // 恋愛バトルロワイヤル: シーズン1,Yes,2024-08-29,2600000,6:43,400000
Grantchester: Season 3,No,,2600000,6:07,400000
Orphan Black: Season 5,No,2017-06-11,2600000,6:50,400000
Outsider Cops: Season 1 // 警視庁アウトサイダー: シーズン1,No,,2600000,6:53,400000
Pressure Cooker: Season 1,No,2023-01-06,2600000,6:18,400000
Somebody: Season 1 // 썸바디: 시즌 1,Yes,2022-11-18,2600000,7:17,400000
The Big Bang Theory: Season 1,No,,2600000,5:54,400000
The Keepers: Limited Series,Yes,2017-05-19,2600000,7:16,400000
Um Herói do Coração: Season 1,No,,2600000,5:58,400000
Weeds: Season 5,No,,2600000,6:02,400000
As the Crow Flies: Season 2 // Kuş Uçuşu: 2. Sezon,Yes,2023-12-14,2500000,6:28,400000
Bee and PuppyCat: Part 1,Yes,2022-09-06,2500000,6:59,400000
Big Timber: Season 2,No,2022-07-13,2500000,5:38,400000
Black Warrant: Season 1 // ब्लैक वॉरंट: सीज़न 1,Yes,2025-01-10,2500000,5:34,400000
Cable Girls: Season 3 // Las chicas del cable: Temporada 3,Yes,2018-09-07,2500000,6:06,400000
Call Me Bruna: Season 3 // Me Chama de Bruna: Temporada 3,No,,2500000,5:45,400000
Call Me Bruna: Season 4 // Me Chama de Bruna: Temporada 4,No,,2500000,5:59,400000
Clark: Limited Series,Yes,2022-05-05,2500000,6:05,400000
Dubai Bling: Season 2 // Bling دبي: موسم 2,No,2023-12-13,2500000,6:29,400000
Inspector DAIMAJIN: Season 1 // 警部補ダイマジン: シーズン1,No,,2500000,6:18,400000
"Legendary Boss, Sho: Season 1 // 伝説の頭 翔: シーズン1",No,,2500000,6:22,400000
Platonic: Blue Moon Hotel // Platonik: Mavi Dolunay Otel,Yes,2025-09-18,2500000,6:19,400000
Rising Impact: Season 2 // ライジングインパクト: シーズン2,Yes,2024-08-06,2500000,5:44,400000
Terror Tuesday: Extreme: Season 1 // อังคารคลุมโปง: เอ็กซ์ตรีม: ซีซั่น 1,Yes,2024-08-20,2500000,5:41,400000
The Gift: Season 1 // Atiye: 1. Sezon,Yes,2019-12-27,2500000,6:05,400000
The Trials of Winnie Mandela: Limited Series,No,2026-04-23,2500000,6:27,400000
Too Hot to Handle: Germany: Season 2,No,2025-02-18,2500000,6:02,400000
Too Hot to Handle: Spain: Season 1 // Jugando con fuego: España: Temporada 1,No,2025-06-13,2500000,5:52,400000
As the Crow Flies: Season 3 // Kuş Uçuşu: 3. Sezon,Yes,2024-04-11,2400000,6:33,400000
Blood & Water: Season 2,Yes,2021-09-24,2400000,5:34,400000
Hey Duggee: Season 2,No,,2400000,*,400000
Love 101: Season 2 // Aşk 101: 2. Sezon,Yes,2021-09-30,2400000,6:47,400000
Paranoid: Season 1,Yes,2016-11-17,2400000,5:50,400000
Skylanders Academy: Season 1,Yes,2016-10-28,2400000,5:21,400000
The Believers: Season 2 // สาธุ: ซีซั่น 2,Yes,2025-12-04,2400000,6:40,400000
Twelve Forever: Season 1,Yes,2019-07-29,2400000,5:52,400000
Weeds: Season 6,No,,2400000,5:54,400000
Weeds: Season 7,No,,2400000,5:56,400000
Weeds: Season 8,No,,2400000,6:11,400000
Bad Boy: Season 1 // ילד רע: עונה 1,Yes,,2300000,5:13,400000
Girls Incarcerated: Season 1,No,2018-03-02,2300000,5:43,400000
Kongsuni and Friends: Season 2 // 콩순이와 친구들: 시즌 2,Yes,,2300000,5:46,400000
"Mr. Housekeeper, Mitazono: Season 3 // 家政夫のミタゾノ(2019)",No,,2300000,6:24,400000
Owning Manhattan: Season 1,No,2024-06-28,2300000,6:08,400000
Rhyme Time Town: Season 2,Yes,2021-06-15,2300000,6:02,400000
Sacred Games: Season 1 // सेक्रेड गेम्स: सीज़न 1,Yes,2018-07-06,2300000,6:27,400000
THE UNLISTED: Season 1,Yes,2019-10-17,2300000,5:32,400000
The Walking Dead: Daryl Dixon: Season 1,No,,2300000,5:26,400000
The Who Was? Show: Season 1,Yes,2018-05-11,2300000,5:15,400000
Transatlantic: Limited Series,Yes,2023-04-07,2300000,5:56,400000
Valeria: Season 2,Yes,2021-08-13,2300000,5:40,400000
Blown Away: Season 4,No,2024-03-08,2200000,5:13,400000
Call the Midwife: Series 1,No,,2200000,5:13,400000
Dawn of the Croods: Season 3,No,2017-04-07,2200000,5:07,400000
Food Wars!: Shokugeki no Soma: The Second Plate // 食戟のソーマ: 弐ノ皿,No,,2200000,5:14,400000
High-Rise Invasion: Season 1 // 天空侵犯: シーズン1,Yes,2021-02-25,2200000,5:06,400000
Hollywood: Season 1,Yes,2020-05-01,2200000,5:58,400000
K-foodie meets J-foodie: Season 5 // 미친맛집: 미식가 친구의 맛집: 시즌5: 한일 미식 데이트,No,,2200000,5:29,400000
Little Witch Academia: Season 1 // リトルウィッチアカデミア: シーズン1,Yes,2017-01-08,2200000,5:23,400000
Marcella: Season 2,Yes,2018-06-08,2200000,6:04,400000
May I Ask for One Final Thing?: Season 1 // 最後にひとつだけお願いしてもよろしいでしょうか: シーズン1,No,,2200000,5:08,400000
Pantheon: Season 2,No,,2200000,5:41,400000
Somos.: Season 1,Yes,2021-06-30,2200000,5:11,400000
The Mothers of Penguins: Season 1 // Matki Pingwinów: Sezon 1,Yes,2024-11-13,2200000,5:03,400000
The Nutty Boy: Season 1 // Menino Maluquinho: Temporada 1,No,2022-10-12,2200000,5:16,400000
Blue Mountain State: Season 2,No,,2100000,4:42,400000
Blue Period: Season 1 // ブルーピリオド: シーズン1,Yes,2021-09-24,2100000,4:51,400000
Boruto: Naruto Next Generations: Kawaki: Otsutsuki Awakening // BORUTO ボルト NEXT GENERATIONS: カワキ編 大筒木覚醒,No,,2100000,5:58,400000
Cable Girls: Season 4 // Las chicas del cable: Temporada 4,Yes,2019-08-09,2100000,5:34,400000
Failure Frame: I Became the Strongest and Annihilated Everything with Low-Level Spells: Season 1 // ハズレ枠の【状態異常スキル】で最強になった俺がすべてを蹂躙するまで: シーズン1,No,,2100000,4:50,400000
H2O: Mermaid Adventures: Season 1,No,2015-05-22,2100000,5:18,400000
In the Clear Moonlit Dusk: Season 1 // うるわしの宵の月: シーズン 1,No,,2100000,4:45,400000
Kaulitz & Kaulitz: Season 2,No,2025-06-17,2100000,5:55,400000
Kleo: Season 2,Yes,2024-07-25,2100000,4:51,400000
Made in Abyss: Season 1 // メイドインアビス: シーズン1,No,,2100000,*,400000
Minx: Season 1,No,,2100000,4:57,400000
Mob Psycho 100: Season 3 // モブサイコ100: シーズン3,No,,2100000,4:44,400000
My Hero Academia: Vigilantes: Season 2 // ヴィジランテ-僕のヒーローアカデミア ILLEGALS-: シーズン2,No,,2100000,5:08,400000
Rust Valley Restorers: Season 2,No,2020-05-08,2100000,*,400000
Spirit Rangers: Season 2,Yes,2023-05-08,2100000,4:53,400000
The A Word: Season 2,No,,2100000,5:47,400000
The Aristocrat’s Otherworldly Adventure: Serving Gods Who Go Too Far: Season 1 // 転生貴族の異世界冒険録～自重を知らない神々の使徒～: シーズン1,No,,2100000,4:44,400000
1670: Season 1,Yes,2023-12-13,2000000,4:29,400000
1670: Season 2,Yes,2025-09-17,2000000,4:52,400000
42 Days of Darkness: Season 1 // 42 días en la oscuridad: Temporada 1,Yes,2022-05-11,2000000,4:34,400000
Aranyak: Season 1 // आरण्यक: सीज़न 1,Yes,2021-12-10,2000000,5:38,400000
Archer (2009): Season 2,No,,2000000,4:35,400000
B: The Beginning: Season 1,Yes,2018-03-02,2000000,5:12,400000
Beat Bobby Flay: Season 30,No,,2000000,5:15,400000
Blood & Water: Season 3,Yes,2022-11-25,2000000,4:58,400000
Captain Fall: Part 1,Yes,2023-07-28,2000000,4:31,400000
Car Masters: Rust to Riches: Season 2,No,2020-03-27,2000000,4:42,400000
Chillin' in Another World with Level 2 Super Cheat Powers: Season 1 // Lv2からチートだった元勇者候補のまったり異世界ライフ: シーズン1,No,,2000000,4:44,400000
Cocaine Cowboys: The Kings of Miami: Limited Series,Yes,2021-08-04,2000000,4:33,400000
Farming Life in Another World: Season 1 // 異世界のんびり農家: シーズン1,No,,2000000,4:46,400000
Grantchester: Season 4,No,,2000000,5:02,400000
I AM A KILLER: Season 3,Yes,2022-08-30,2000000,4:31,400000
Jamtara - Sabka Number Ayega: Season 1 // जमतारा - सबका नंबर आएगा: सीज़न 1,Yes,2020-01-10,2000000,4:53,400000
King of Collectibles: The Goldin Touch: Season 2,No,2024-06-12,2000000,5:22,400000
Mismatched: Season 2 // मिसमैच्ड: सीज़न 2,Yes,2022-10-14,2000000,5:01,400000
Mismatched: Season 3 // मिसमैच्ड: सीज़न 3,Yes,2024-12-13,2000000,5:06,400000
Nontan: Collection // げんきげんきノンタン: シーズン1,No,,2000000,5:02,400000
School of Chocolate: Season 1,No,2021-11-26,2000000,5:03,400000
Scooped Up by an S-Rank Adventurer!: Season 1 // 勇者パーティーを追放された白魔導師、Sランク冒険者に拾われる ～この白魔導師が規格外すぎる～: シーズン 1,No,,2000000,4:42,400000
Search Party: Season 5,No,,2000000,4:29,400000
Shahmaran: Season 2 // Şahmaran: 2. Sezon,Yes,2024-08-08,2000000,4:31,400000
The A List: Season 1,Yes,2019-08-30,2000000,5:19,400000
The English Game: Season 1,Yes,2020-03-20,2000000,4:45,400000
The Golden Hour: Season 1 // Het gouden uur: Seizoen 1,No,,2000000,4:53,400000
The Love Lab: Season 1 // 연애실험실: 시즌 1,No,,2000000,*,400000
The New Legends of Monkey: Season 2,Yes,2020-08-07,2000000,4:27,400000
The Playlist: Limited Series,Yes,2022-10-13,2000000,5:01,400000
TSUKIMICHI -Moonlit Fantasy- // 月が導く異世界道中: シーズン1,No,,2000000,4:44,400000
Upin&Ipin: Season 5,No,,2000000,4:27,400000
Valeria: Season 3,Yes,2023-06-02,2000000,5:22,400000
Archer (2009): Season 3,No,,1900000,4:33,400000
Archer (2009): Season 4,No,,1900000,4:30,400000
Brigands: The Quest for Gold: Season 1 // Briganti: Stagione 1,Yes,2024-04-23,1900000,5:06,400000
Equinox: Season 1,Yes,2020-12-30,1900000,4:33,400000
Fearless (2017): Season 1,No,,1900000,4:33,400000
Pokémon Journeys: The Series: Part 2,No,2020-09-11,1900000,4:21,400000
Ridley Jones: Season 5,Yes,2023-03-06,1900000,5:07,400000
Snabba Cash: Season 2,Yes,2022-09-22,1900000,4:29,400000
SPRIGGAN: Season 1 // スプリガン: シーズン1,Yes,2022-06-18,1900000,4:32,400000
Super Giant Robot Brothers: Season 1,Yes,2022-08-04,1900000,4:26,400000
The Angel Next Door Spoils Me Rotten // お隣の天使様にいつの間にか駄目人間にされていた件: 第1期,No,,1900000,4:43,400000
The Mire: Millennium // Rojst: Millenium,Yes,2024-02-28,1900000,5:14,400000
Titipo Titipo: Season 1 // 띠띠뽀 띠띠뽀: 시즌1,No,,1900000,5:20,400000
Tour de France: Unchained: Season 3 // Tour de France : Au cœur du peloton: Saison 3,Yes,2025-07-02,1900000,5:25,400000
Archer (2009): Season 5,No,,1800000,4:30,400000
Barbie: It Takes Two: Season 1,No,,1800000,5:01,400000
Blood & Water: Season 4,Yes,2024-03-01,1800000,4:40,400000
Car Masters: Rust to Riches: Season 3,No,2021-08-04,1800000,4:52,400000
Centaurworld: Season 1,Yes,2021-07-30,1800000,4:28,400000
El marginal: Season 5,No,2022-05-04,1800000,4:48,400000
Entrapped: Season 1 // Ófærð,No,2022-09-08,1800000,4:17,400000
Pokémon Horizons: Season 2: The Search for Laqua: Part 4,No,2025-09-26,1800000,4:08,400000
Rust Valley Restorers: Season 3,No,2020-08-21,1800000,4:30,400000
Spy Kids: Mission Critical: Season 1,Yes,2018-04-20,1800000,4:05,400000
StoryBots: Answer Time: Season 2,Yes,2023-07-10,1800000,4:41,400000
The Dark History of the Reincarnated Villainess: Season 1 // 転生悪女の黒歴史: シーズン1,No,,1800000,4:47,400000
The Too-Perfect Saint: Tossed Aside by My Fiancé and Sold to Another Kingdom: Season 1 // 完璧すぎて可愛げがないと婚約破棄された聖女は隣国に売られる: シーズン1,No,,1800000,4:44,400000
Beavis and Butt-head (1993): Mike Judge's Beavis and Butt-Head: Season 2,No,,1700000,4:12,400000
Between: Season 1,No,2015-05-21,1700000,4:23,400000
Blue Mountain State: Season 3,No,,1700000,4:42,400000
"Even Given the Worthless “Appraiser” Class, I'm Actually the Strongest: Season 1 // 不遇職【鑑定士】が実は最強だった: シーズン1",No,,1700000,4:44,400000
Fire Force: Season 3 Part 1 // 炎炎ノ消防隊: 参ノ章 パート1,No,,1700000,4:45,400000
Johnny Test (2005): Season 1,No,,1700000,4:29,400000
KonoSuba: God's Blessing on This Wonderful World! // この素晴らしい世界に祝福を!,No,,1700000,*,400000
LEGO® Friends The Next Chapter: Season 3,Yes,,1700000,4:00,400000
Love & Anarchy: Season 1 // Kärlek & Anarki: Säsong 1,Yes,2020-11-04,1700000,3:55,400000
Navy SEALs: America's Secret Warriors: Season 2,No,,1700000,4:12,400000
Pirate Gold of Adak Island: Season 1,Yes,2022-06-29,1700000,3:56,400000
Pokémon Horizons: The Series: Part 2,No,2024-05-10,1700000,4:04,400000
Possibly the Greatest Alchemist of All Time: Season 1 // いずれ最強の錬金術師?: シーズン1,No,,1700000,4:44,400000
Sherlock (2010): Series 2,No,,1700000,4:27,400000
The Parisian Agency: Exclusive Properties: Season 1 // L'Agence : L'immobilier de luxe en famille: Saison 1,No,2021-06-23,1700000,4:19,400000
The Quintessential Quintuplets // 五等分の花嫁,No,,1700000,4:49,400000
Unsolved Mysteries: Volume 4,Yes,2024-07-31,1700000,3:54,400000
We Were Kings: Season 1 // Los Reyes de oriente: Temporada 1,Yes,2024-09-25,1700000,3:49,400000
Accused (2010): Season 2,No,,1600000,3:57,400000
Archer (2009): Season 6,No,,1600000,4:34,400000
Cinderella Closet: Season 1 // シンデレラ クロゼット: シーズン1,No,,1600000,4:00,400000
Doppelhaushälfte: Season 3,No,,1600000,4:29,400000
I Am Georgina: Season 3 // Soy Georgina: Temporada 3,No,2024-09-18,1600000,4:22,400000
Monday Late Show: Season 2 // 月曜から夜ふかし: シーズン2,No,,1600000,*,400000
NASA+ Live on Netflix: NASA's Artemis II Crew Comes Home,No,,1600000,3:54*,400000
Pokémon Horizons: Season 2: The Search for Laqua: Part 2,No,2025-04-25,1600000,4:07,400000
Pokémon Horizons: Season 2: The Search for Laqua: Part 3,No,2025-06-27,1600000,4:08,400000
Pokémon Journeys: The Series: Part 3,No,2020-12-04,1600000,4:21,400000
Secrets of Summer: Season 2 // Cielo Grande: Temporada 2,Yes,2022-12-30,1600000,4:27,400000
Selling Sunset: Season 1,No,2019-03-22,1600000,4:31,400000
Sergeant Kim at Military: Season 1 // 일병 김원훈 : 보직의 세계: 시즌 1,No,,1600000,4:15,400000
Snow Man 1st Stadium Live Snow World: Season 1,Yes,,1600000,3:38,400000
Tomb Raider: The Legend of Lara Croft: Season 1,Yes,2024-10-10,1600000,3:37,400000
Trailer Park Boys: The Animated Series: Season 2,Yes,2020-05-22,1600000,4:12,400000
Crystal’s Beating: Season 1 // 水晶の鼓動 殺人分析班: シーズン1,No,,1500000,4:17,400000
Jailbirds: Season 1,Yes,2019-05-10,1500000,4:03,400000
Long Story Short: Season 1,Yes,2025-08-22,1500000,4:14,400000
Matori & Kyoken Men in the Back Alleys: Season 1 // マトリと狂犬: シーズン1,Yes,,1500000,3:36,400000
Russian Doll: Season 1,Yes,2019-02-01,1500000,3:33,400000
Scott Pilgrim Takes Off: Season 1,Yes,2023-11-17,1500000,3:41,400000
The Conners: Season 1,No,,1500000,3:56,400000
The Devil Next Door: Limited Series,Yes,2019-11-04,1500000,3:52,400000
The Freak Brothers: Season 2,No,,1500000,3:39,400000
The Hooligan: Season 1 // Kibic: Sezon 1,Yes,2025-01-29,1500000,3:48,400000
The Search: Season 1 // Historia de un crimen: La búsqueda: Temporada 1,Yes,2020-06-12,1500000,4:09,400000
Barbie Mysteries: The Great Horse Chase,Yes,2024-11-01,1400000,3:10,400000
Children of the Church Steps: Limited Series // Os Quatro da Candelária: Minissérie,Yes,2024-10-30,1400000,3:19,400000
Doppelhaushälfte: Season 1,No,,1400000,3:37,400000
Fast & Furious Spy Racers: Season 2: Rio,Yes,2020-10-09,1400000,3:11,400000
Freezing Point: Season 1 // スペシャルドラマ 氷点: シーズン1,No,,1400000,3:55,400000
Prince of Peoria: Part 1,Yes,2018-11-16,1400000,3:27,400000
Rebel Cheer Squad: A Get Even Series: Season 1,Yes,2022-07-29,1400000,3:53,400000
The Comeback: 2004 Boston Red Sox: Season 1,Yes,2024-10-23,1400000,3:09,400000
Tiny Creatures: Season 1,Yes,2020-08-07,1400000,3:23,400000
Vatican Girl: The Disappearance of Emanuela Orlandi: Limited Series // Vatican Girl: la scomparsa di Emanuela Orlandi: Miniserie,Yes,2022-10-20,1400000,3:54,400000
Baby Farm: Season 1,No,,1300000,3:03,400000
Boruto: Naruto Next Generations: Field Trip // BORUTO ボルト NEXT GENERATIONS: 修学旅行編,No,,1300000,3:11,400000
How to Ruin Love: The Proposal,Yes,2024-05-31,1300000,3:09,400000
Kid Cosmic: Season 2,Yes,2021-09-07,1300000,3:11,400000
My Little Pony: Tell Your Tale: Season 1,Yes,,1300000,3:32,400000
Robbie Williams: Limited Series,Yes,2023-11-08,1300000,3:20,400000
Still Game: Season 7,No,,1300000,2:55,400000
Supa Team 4: Season 2,Yes,2023-12-21,1300000,3:38,400000
WWE WrestleMania: WrestleMania 41 Saturday,No,2025-04-19,1300000,3:44*,400000
2026 World Baseball Classic: Venezuela vs. Dominican Republic // 2026 ワールドベースボールクラシック: ベネズエラ 対 ドミニカ共和国,No,2026-03-11,1200000,3:07*,400000
Alien Worlds: Season 1,Yes,2020-12-02,1200000,2:56,400000
Baby Fever: Season 2 // Skruk: Sæson 2,Yes,2024-08-22,1200000,3:07,400000
Boruto: Naruto Next Generations: Season 21 // BORUTO ボルト NEXT GENERATIONS: コード襲来編,No,,1200000,2:47,400000
Brockmire: Season 3,No,,1200000,2:55,400000
Digman!: Season 2,No,,1200000,2:52,400000
Family Business: Season 2,Yes,2020-09-11,1200000,3:23,400000
Home for Christmas: Season 2 // Hjem til jul: Sesong 2,Yes,2020-12-18,1200000,2:57,400000
Just a Dash: Season 1,No,,1200000,3:24,400000
Kath and Kim: Season 1,Yes,,1200000,3:23,400000
Plebs: Season 4,No,,1200000,3:00,400000
Still Game: Season 8,No,,1200000,2:54,400000
The Most Hated Man on the Internet: Limited Series,Yes,2022-07-27,1200000,2:43,400000
"Ada Twist, Scientist: Season 1",Yes,2021-09-28,1100000,2:57,400000
Adili Idola Celebrity Roast: Fedi Nuril,No,,1100000,2:54,400000
