Sheet,Title,Available Globally?,Release Date,Hours Viewed,Runtime,Views
Shows,Pororo Super Super Show: Season 1 // 뽀로로 슈퍼슈퍼 쇼: 시즌 1,No,,100000,1:28,100000
Shows,PUELLA MAGI MADOKA MAGICA SIDE STORY [MAGIA RECORD]: Season 3 // マギアレコード 魔法少女まどか☆マギカ外伝: シーズン3,No,,100000,1:39,100000
Shows,Rachel Feinstein: Big Guy,No,2024-05-21,100000,0:54,100000
Shows,Ralphie May: Unruly,No,2015-02-27,100000,1:23,100000
Shows,"Raw: January 20, 2025",No,2025-01-20,100000,2:00,100000
Shows,"Raw: January 27, 2025",No,2025-01-27,100000,2:00,100000
Shows,"Raw: February 3, 2025",No,2025-02-03,100000,1:55,100000
Shows,"Raw: February 10, 2025",No,2025-02-10,100000,1:51,100000
Shows,"Raw: February 17, 2025",No,2025-02-17,100000,1:51,100000
Shows,"Raw: February 24, 2025",No,2025-02-24,100000,1:57,100000
Shows,"Raw: March 3, 2025",No,2025-03-03,100000,1:55,100000
Shows,"Raw: March 10, 2025",No,2025-03-10,100000,1:49,100000
Shows,"Raw: March 17, 2025",No,2025-03-17,100000,1:49,100000
Shows,"Raw: March 24, 2025",No,2025-03-24,100000,1:44,100000
Shows,"Raw: March 31, 2025",No,2025-03-31,100000,1:51,100000
Shows,"Raw: April 7, 2025",No,2025-04-07,100000,1:50,100000
Shows,"Raw: April 28, 2025",No,2025-04-28,100000,1:51,100000
Shows,"Raw: May 12, 2025",No,2025-05-12,100000,1:49,100000
Shows,"Raw: May 19, 2025",No,2025-05-19,100000,1:40,100000
Shows,"Raw: May 26, 2025",No,2025-05-26,100000,1:43,100000
Shows,"Raw: June 2, 2025",No,2025-06-02,100000,1:50,100000
Shows,"Raw: June 16, 2025",No,2025-06-16,100000,1:43,100000
Shows,"Raw: June 23, 2025",No,2025-06-23,100000,1:52,100000
Shows,"Raw: June 30, 2025",No,2025-06-30,100000,1:48,100000
Shows,"Raw: July 7, 2025",No,2025-07-07,100000,1:51,100000
Shows,"Raw: July 14, 2025",No,2025-07-14,100000,1:55,100000
Shows,"Raw: July 28, 2025",No,2025-07-28,100000,1:59,100000
Shows,"Raw: August 4, 2025",No,2025-08-04,100000,1:59,100000
Shows,"Raw: August 11, 2025",No,2025-08-11,100000,1:51,100000
Shows,"Raw: August 18, 2025",No,2025-08-18,100000,1:49,100000
Shows,"Raw: August 25, 2025",No,2025-08-25,100000,1:56,100000
Shows,"Raw: September 1, 2025",No,2025-09-01,100000,2:06*,100000
Shows,"Raw: September 8, 2025",No,2025-09-08,100000,1:48,100000
Shows,"Raw: September 15, 2025",No,2025-09-15,100000,1:58,100000
Shows,Rodney Carrington: Here Comes the Truth,No,2017-10-03,100000,1:06,100000
Shows,Romesh Ranganathan: Irrational,No,,100000,0:52,100000
Shows,Romesh Ranganathan: The Cynic: Season 1,No,2022-11-29,100000,1:33,100000
Shows,Ronny Chieng: Asian Comedian Destroys America!,No,2019-12-17,100000,1:03,100000
Shows,Ronny Chieng: Speakeasy,No,2022-04-05,100000,1:00,100000
Shows,Russell Howard: Recalibrate,No,2017-12-19,100000,1:09,100000
Shows,Russell Peters: Almost Famous,No,2016-10-07,100000,1:13,100000
Shows,Ryan Hamilton: Happy Face,No,2017-08-29,100000,0:57,100000
Shows,S-friends: Serial Edition: S-friends 2 // セフレの品格 ドラマ版: セフレの品格 決意,No,,100000,1:47,100000
Shows,Sarah Silverman: PostMortem,No,2025-05-20,100000,1:04,100000
Shows,Seth Meyers: Lobby Baby,No,2019-11-05,100000,1:01,100000
Shows,"Sex, Explained: Limited Series",Yes,2020-01-02,100000,1:51,100000
Shows,Soju Rhapsody: Season 1 // 소주 랩소디: 시즌 1,Yes,,100000,1:38,100000
Shows,Solitary Gourmet: Season 11 // 孤独のグルメ: シーズン11,No,,100000,1:09,100000
Shows,Solitary Gourmet: Season 12 // 孤独のグルメ: シーズン12,No,,100000,1:11,100000
Shows,Solitary Gourmet 2023 New Year’s Eve Special // 孤独のグルメ2023大晦日スペシャル,No,,100000,1:14,100000
Shows,Spanish Movie,No,,100000,1:24,100000
Shows,Special: Season 1,Yes,2019-04-12,100000,2:00,100000
Shows,Stavros Halkias: Fat Rascal,No,2023-12-05,100000,0:55,100000
Shows,Steve Martin and Martin Short: An Evening You Will Forget for the Rest of Your Life,No,2018-05-25,100000,1:14,100000
Shows,Sugar High,No,2020-07-31,100000,0:44,100000
Shows,Super Monsters Monster Pets: Season 1,Yes,2019-06-07,100000,0:50,100000
Shows,The Ancient Magus' Bride: Those Awaiting a Star (OVA) // 魔法使いの嫁: 星待つひと (OVA),No,,100000,1:11,100000
Shows,The Children’s Kingdom: Zoo Songs // El Reino Infantil: Canciones del Zoo,No,,100000,*,100000
Shows,The Children’s Kingdom: Bichikids // El Reino Infantil: Bichikids,No,,100000,*,100000
Shows,The Eggies: Season 1,No,,100000,1:00,100000
Shows,The Eggies: Season 2,No,,100000,1:16,100000
Shows,"The Hall: Honoring George Carlin, Robin Williams, Joan Rivers and Richard Pryor",No,2022-05-19,100000,1:11,100000
Shows,The Irregular at Magic High School: Reminiscence Arc // 魔法科高校の劣等生: 追憶編,No,,100000,1:11,100000
Shows,The Light We Carry: Michelle Obama and Oprah Winfrey,Yes,2023-04-25,100000,1:21,100000
Shows,The Making of Jay Kelly,Yes,2025-12-05,100000,0:50,100000
Shows,The Nobody Zone: Interview with an Irish Serial Killer: Season 1,No,,100000,1:38,100000
Shows,The Quintessential Quintuplets Specials 2 // 五等分の花嫁*,No,,100000,0:48,100000
Shows,The Rest is Football: Goals Galore as Germany Smash Seven and Japan Hit Back,No,2026-06-14,100000,0:40,100000
Shows,The Rest is Football: England v Croatia Preview and Messi Scores Stunning Hat Trick,No,2026-06-16,100000,0:40,100000
Shows,The Rest is Football: Who Has Impressed the Most at the World Cup So Far?,No,2026-06-18,100000,0:41,100000
Shows,"The Rest is Football: Scotland Beaten by Morocco, Brazil Labour to Haiti Victory & USA Win Again",No,2026-06-19,100000,0:45,100000
Shows,The Rest is Football: Ally McCoist on the Dutch Entertainers and Are Germany Actually Any Good?,No,2026-06-20,100000,0:41,100000
Shows,"The Rest is Football: Lamine the Dream, Goalkeeping Masterclasses and Darts with the Mandem",No,2026-06-21,100000,0:44,100000
Shows,The Rest is Football: Messi Breaks World Cup Record and England Faces Selection Dilemmas,No,2026-06-22,100000,0:45,100000
Shows,The Rest is Football: England Struggle Against Ghana in Tame Draw,No,2026-06-23,100000,0:45,100000
Shows,The Rest is Football: Gordon Ramsay's Anguish as Scotland's Long Wait Goes On,No,2026-06-24,100000,0:40,100000
Shows,The Rest is Football: Ecuador Stun Germany and Netherlands Looking Good as They Top the Group,No,2026-06-25,100000,0:44,100000
Shows,"The Rest is Football: Dazzling Dembélé, Struggling Spain and England's Injury Worries",No,2026-06-26,100000,0:47,100000
Shows,The Rest is Football: Juan Mata on the Easiest Route to the Final and Spain's Golden Generation,No,2026-06-28,100000,0:47,100000
Shows,The Rest is Football: Terrible Germany Crash Out as Morocco and Brazil Fight Back,No,2026-06-29,100000,0:47,100000
Shows,The Spooky Tale of Captain Underpants Hack-a-ween,Yes,2019-10-08,100000,0:46,100000
Shows,Theo Von: No Offense,No,2016-02-26,100000,1:07,100000
Shows,Thiago Ventura: POKAS,No,2020-07-02,100000,1:22,100000
Shows,Tim Dillon: I'm Your Mother,No,2025-04-15,100000,0:42,100000
Shows,Tish Tash Singalong: Season 1 // 티시태시와 춤추고 노래해요: 시즌 1,No,,100000,1:11,100000
Shows,Tokumei Kakarichou Tadano Hitoshi: Season 4 // 特命係長 只野仁 スペシャル,No,,100000,1:38,100000
Shows,Tokumei Kakarichou Tadano Hitoshi: Season 7 // 特命係長 只野仁 スペシャル'08,No,,100000,1:46,100000
Shows,Tokumei Kakarichou Tadano Hitoshi: Season 8 // 特命係長 只野仁 シーズン4突入スペシャル,No,,100000,1:53,100000
Shows,Tokumei Kakarichou Tadano Hitoshi: Season 10 // 特命係長 只野仁 ファイナル,No,,100000,1:33,100000
Shows,Tom Papa Live in New York City,No,,100000,0:57,100000
Shows,Tom Papa: You're Doing Great!,No,2020-02-04,100000,1:00,100000
Shows,Torching 2024: A Roast of the Year,No,2024-12-27,100000,0:43,100000
Shows,Undead Unluck: Winter Arc // アンデッドアンラック: Winter編,No,,100000,0:48,100000
Shows,Unfair: Season 2 // アンフェア: シーズン2,No,,100000,1:53,100000
Shows,Unicorn Academy: Holiday Fireplace,Yes,,100000,1:01,100000
Shows,Upin & Ipin: The Helping Heroes: Season 1,No,,100000,1:03,100000
Shows,Upin & Ipin: The Helping Heroes: Season 2,No,,100000,1:03,100000
Shows,Upin & Ipin: The Helping Heroes: Season 3,No,,100000,1:01,100000
Shows,Urzila Carlson: Overqualified Loser,No,2020-07-14,100000,1:02,100000
Shows,Verified Stand-Up: Season 1,No,2023-11-28,100000,1:47,100000
Shows,Vir Das: Fool Volume,No,2025-07-18,100000,1:04,100000
Shows,Wednesday: Fireplace,Yes,2025-12-01,100000,1:00,100000
Shows,White Christmas Fireplace,Yes,2024-12-17,100000,1:00,100000
Shows,With Mother: Hajimete no DaiBouken // 映画 おかあさんといっしょ はじめての大冒険,No,,100000,1:04,100000
Shows,WWE Legend Profiles: Season 1,No,,100000,1:01,100000
Shows,"WWE NXT: December 30, 2025",No,2025-12-30,100000,1:22,100000
Shows,"WWE SmackDown: November 14, 2025",No,2025-11-14,100000,1:23,100000
Shows,"WWE SmackDown: November 21, 2025",No,2025-11-21,100000,1:21,100000
Shows,"WWE SmackDown: November 28, 2025",No,2025-11-28,100000,1:31,100000
Shows,"WWE SmackDown: December 5, 2025",No,2025-12-05,100000,1:21,100000
Shows,"WWE SmackDown: December 12, 2025",No,2025-12-12,100000,1:18,100000
Shows,Young Royals Forever,Yes,2024-03-18,100000,0:55,100000
Shows,Other Shows,*,*,757000000,*,*
Movies,War Machine,Yes,2026-03-06,266800000,1:49,146900000
Movies,The Rip,Yes,2026-01-16,256400000,1:53,136100000
Movies,Swapped,Yes,2026-05-01,222400000,1:42,130800000
Movies,KPop Demon Hunters,Yes,2025-06-20,217300000,1:40,130400000
Movies,Apex,Yes,2026-04-24,204200000,1:35,129000000
Movies,Thrash,Yes,2026-04-10,143300000,1:26,100000000
Movies,People We Meet on Vacation,Yes,2026-01-09,152900000,1:58,77700000
Movies,The Crash,Yes,2026-05-15,103200000,1:35,65200000
Movies,Peaky Blinders: The Immortal Man,Yes,2026-03-20,121500000,1:54,63900000
Movies,Office Romance,Yes,2026-06-05,112000000,1:55,58400000
Movies,Madagascar (2005),No,,76600000,1:26,53400000
Movies,Voicemails for Isabelle,Yes,2026-06-19,104800000,1:58,53300000
Movies,Remarkably Bright Creatures,Yes,2026-05-08,97400000,1:54,51300000
Movies,Maternal Instinct,Yes,2026-06-12,81400000,1:37,50400000
Movies,Goat (2026),No,,70800000,1:40,42500000
Movies,Ladies First,Yes,2026-05-22,63300000,1:33,40800000
Movies,Dhurandhar // धुरंधर,No,,127000000,3:26,37000000
Movies,Despicable Me 3,No,,55500000,1:30,37000000
Movies,180,Yes,2026-04-17,58300000,1:35,36800000
Movies,Despicable Me 4,No,,56300000,1:34,35900000
Movies,Joe’s College Road Trip,Yes,2026-02-13,66200000,1:51,35800000
Movies,Kidnapped: Elizabeth Smart,Yes,2026-01-21,53800000,1:31,35500000
Movies,Anaconda (2025),No,,55700000,1:39,33800000
Movies,Firebreak // Cortafuego,Yes,2026-02-20,60100000,1:47,33700000
Movies,In Your Dreams,Yes,2025-11-14,50000000,1:31,33000000
Movies,The Secret Life of Pets,No,,47200000,1:27,32600000
Movies,Paw Patrol: The Movie,No,,45600000,1:26,31800000
Movies,Roommates,Yes,2026-04-17,56200000,1:47,31500000
Movies,The Super Mario Bros. Movie,No,,46800000,1:32,30500000
Movies,Evil Influencer: The Jodi Hildebrandt Story,Yes,2025-12-30,50000000,1:42,29400000
Movies,Jurassic World,No,,60500000,2:04,29300000
Movies,The Investigation of Lucy Letby,Yes,2026-02-04,44900000,1:35,28400000
Movies,The Great Flood // 대홍수,Yes,2025-12-19,50000000,1:49,27500000
Movies,Jurassic World Rebirth,No,,57700000,2:14,25800000
Movies,The Marked Woman // La desconocida,Yes,2026-06-05,46600000,1:49,25700000
Movies,Despicable Me 2,No,,41800000,1:38,25600000
Movies,No Time to Die (2021),No,,69700000,2:44,25500000
Movies,The Boss Baby,No,,41400000,1:38,25300000
Movies,Me Before You,No,,45900000,1:50,25000000
Movies,Shrek,No,,36500000,1:30,24300000
Movies,Dr. Seuss' The Grinch,No,,34900000,1:26,24300000
Movies,Spider-Man: Into the Spider-Verse,No,,46600000,1:57,23900000
Movies,We Can Be Heroes,Yes,2020-12-25,40100000,1:41,23800000
Movies,Hotel Transylvania 3: Summer Vacation,No,,37900000,1:37,23400000
Movies,Colors Of Evil: Black // Kolory Zła: Czerń,Yes,2026-06-10,42800000,1:50,23300000
Movies,Back to the Outback,Yes,2021-12-10,36800000,1:36,23000000
Movies,Trolls,No,,35600000,1:33,23000000
Movies,Wake Up Dead Man: A Knives Out Mystery,Yes,2025-12-12,55800000,2:26,22900000
Movies,Humint // 휴민트,Yes,2026-03-31,45300000,1:59,22800000
Movies,The Truth and Tragedy of Moriah Wilson,Yes,2026-04-03,37300000,1:38,22800000
Movies,Frankenstein,Yes,2025-11-07,56600000,2:32,22300000
Movies,Despicable Me,No,,34500000,1:35,21800000
Movies,Minions: The Rise of Gru,No,,31600000,1:28,21500000
Movies,A Father's Miracle // La celda de los milagros,No,2026-02-13,36000000,1:41,21400000
Movies,Migration,No,,28900000,1:23,20900000
Movies,"Even If This Love Disappears Tonight // 오늘 밤, 세계에서 이 사랑이 사라진다 해도",Yes,2026-02-03,36600000,1:46,20700000
Movies,Shrek 2,No,,31600000,1:33,20400000
Movies,Red Notice,Yes,2021-11-12,39000000,1:58,19800000
Movies,The Croods: A New Age,No,,31300000,1:35,19800000
Movies,The Orphans // Les Orphelins,No,2026-02-20,31200000,1:35,19700000
Movies,Accused // अक्यूज़्ड,Yes,2026-02-27,34200000,1:46,19400000
Movies,Little Brother,Yes,2026-06-26,32400000,1:40,19400000
Movies,Sing (2016),No,,34800000,1:48,19300000
Movies,Eat Pray Bark,Yes,2026-04-01,29100000,1:32,19000000
Movies,Trap (2024),No,,33000000,1:45,18900000
Movies,Bee Movie,No,,28800000,1:32,18800000
Movies,Gladiator II,No,,45900000,2:28,18600000
Movies,Happy Gilmore 2,Yes,2025-07-25,36400000,1:58,18500000
Movies,Sonic the Hedgehog 3,No,,33700000,1:50,18400000
Movies,Mechanic: Resurrection,No,,30300000,1:39,18400000
Movies,My Dearest Assassin // เลือดรัก นักฆ่า,Yes,2026-05-07,39400000,2:09,18300000
Movies,Jurassic World: Fallen Kingdom,No,,38800000,2:08,18200000
Movies,Made in Korea,Yes,2026-03-12,34200000,1:53,18200000
Movies,Shark Tale,No,,27300000,1:30,18200000
Movies,27 Dresses,No,,33400000,1:51,18100000
Movies,PAW Patrol: The Mighty Movie,No,,26600000,1:28,18100000
Movies,Max (2015),No,,33200000,1:51,17900000
Movies,The Expendables 4,No,,30700000,1:43,17900000
Movies,Louis Theroux: Inside the Manosphere,Yes,2026-03-11,27200000,1:31,17900000
Movies,Jumanji: Welcome to the Jungle,No,,34900000,1:59,17600000
Movies,Just Go With It,No,,33700000,1:57,17300000
Movies,Minions,No,,26300000,1:31,17300000
Movies,Dr. Seuss' The Lorax,No,,24700000,1:26,17200000
Movies,Back in Action,Yes,2025-01-17,32400000,1:54,17100000
Movies,The Big Fake // Il Falsario,Yes,2026-01-23,32800000,1:56,17000000
Movies,A HOUSE OF DYNAMITE,Yes,2025-10-24,32500000,1:55,17000000
Movies,Night at the Museum,No,,30900000,1:49,17000000
Movies,Leo,Yes,2023-11-21,30300000,1:47,17000000
Movies,Home (2015),No,,26600000,1:34,17000000
Movies,State of Fear // Salve Geral: Irmandade,Yes,2026-02-11,29100000,1:45,16600000
Movies,Feel My Voice // Non abbiam bisogno di parole,Yes,2026-04-03,29200000,1:46,16500000
Movies,Striking Distance,No,,27800000,1:42,16400000
Movies,The Addams Family (2019),No,,23300000,1:27,16100000
Movies,How to Train Your Dragon (2025),No,,33300000,2:05,16000000
Movies,The Sea Beast,Yes,2022-07-08,31500000,1:59,15900000
Movies,How to Train Your Dragon 2,No,,27000000,1:42,15900000
Movies,Mardaani 3 // मर्दानी 3,Yes,,34400000,2:11,15800000
Movies,How to Train Your Dragon: The Hidden World,No,,27200000,1:44,15700000
Movies,Plankton: The Movie,Yes,2025-03-07,23100000,1:28,15700000
Movies,Havoc,Yes,2025-04-25,27900000,1:47,15600000
Movies,Over the Hedge,No,,21500000,1:24,15400000
Movies,Haq // हक,No,,33700000,2:12,15300000
Movies,The Bad Guys 2,No,,26500000,1:44,15300000
Movies,The Karate Kid (2010),No,,35500000,2:20,15200000
Movies,The Red Line // เส้นตาย สายลวง,Yes,2026-03-26,34700000,2:17,15200000
Movies,The Magnificent Seven (2016),No,,33600000,2:13,15200000
Movies,Grown Ups (2010),No,,25900000,1:43,15100000
Movies,Untold: The Death & Life of Lamar Odom,Yes,2026-03-31,19700000,1:21,14600000
Movies,Hotel Transylvania 2,No,,21700000,1:30,14500000
Movies,Ferdinand,No,,26400000,1:50,14400000
Movies,Abigail (2024),No,,26300000,1:50,14300000
Movies,How to Train Your Dragon (2010),No,,23800000,1:40,14300000
Movies,Kung Fu Panda 3,No,2016-08-18,22600000,1:35,14300000
Movies,Kung Fu Panda,No,,22200000,1:34,14200000
Movies,Tere Ishk Mein // तेरे इश्क में,Yes,,38500000,2:45,14000000
Movies,The Murder of Rachel Nickell,Yes,2026-06-04,22200000,1:36,13900000
Movies,The Bad Guys (2022),No,,23000000,1:40,13800000
Movies,In the Land of Saints and Sinners,No,2024-04-26,24200000,1:46,13700000
Movies,The Woman in Cabin 10,Yes,2025-10-10,21700000,1:35,13700000
Movies,The Addams Family 2,No,,21500000,1:34,13700000
Movies,The Mitchells vs. The Machines,Yes,2021-04-30,25700000,1:54,13500000
Movies,Overboard (2018),No,,25500000,1:53,13500000
Movies,Kung Fu Panda 4,No,,21200000,1:34,13500000
Movies,Noah (2014),No,,30700000,2:17,13400000
Movies,Woody Woodpecker Goes to Camp,Yes,2024-04-12,22300000,1:40,13400000
Movies,Saving Bikini Bottom: The Sandy Cheeks Movie,Yes,2024-08-02,19300000,1:27,13300000
Movies,To All the Boys I’ve Loved Before,Yes,2018-08-17,22000000,1:40,13200000
Movies,Fifty Shades of Grey,No,,27200000,2:05,13100000
Movies,Trap House (2025),No,,22300000,1:42,13100000
Movies,Nobody 2,No,,19500000,1:29,13100000
Movies,Extraction 2,Yes,2023-06-16,26900000,2:04,13000000
Movies,Norbit,No,,22200000,1:43,12900000
Movies,It Ends With Us,No,,28000000,2:11,12800000
Movies,40 Acres,No,,24100000,1:53,12800000
Movies,Sweet Home Alabama (2002),No,,23300000,1:49,12800000
Movies,Kung Fu Panda 2,No,,19900000,1:33,12800000
Movies,Sisu (2022),No,,19300000,1:31,12700000
Movies,The Emoji Movie,No,,18400000,1:27,12700000
Movies,Husbands in Action // 남편들,Yes,2026-06-19,22900000,1:49,12600000
Movies,Madea’s Destination Wedding,Yes,2025-07-11,21900000,1:44,12600000
Movies,No Hard Feelings (2023),No,,21800000,1:44,12600000
Movies,Shrek Forever After,No,,20000000,1:35,12600000
Movies,Sing: Thriller,Yes,2024-10-16,2500000,0:12,12500000
Movies,Twisters,No,,25100000,2:02,12300000
Movies,Stolen Baby: The Murder of Heidi Broussard,No,,17800000,1:27,12300000
Movies,Prometheus (2012),No,,25300000,2:04,12200000
Movies,Double Jeopardy (1999),No,,21500000,1:46,12200000
Movies,The Killer (2024),No,,25300000,2:05,12100000
Movies,The Perfect Neighbor,Yes,2025-10-17,20000000,1:39,12100000
Movies,The SpongeBob Movie: Sponge on the Run,No,2020-11-05,19100000,1:35,12100000
Movies,The Secret Life of Pets 2,No,,17300000,1:26,12100000
Movies,Minions & More Volume 2,Yes,,10700000,0:53,12100000
Movies,KARTAVYA // कर्तव्य,Yes,2026-05-15,21800000,1:49,12000000
Movies,Spectre (2015),No,,29300000,2:28,11900000
Movies,Creed III,No,,23300000,1:57,11900000
Movies,David (2025),No,,21700000,1:49,11900000
Movies,De De Pyaar De 2 // दे दे प्यार दे 2,No,,28700000,2:26,11800000
Movies,Spenser Confidential,Yes,2020-03-06,21900000,1:51,11800000
Movies,Train Dreams,Yes,2025-11-21,20400000,1:44,11800000
Movies,One Last Adventure: The Making of Stranger Things 5,Yes,2026-01-12,23900000,2:03,11700000
Movies,Wish Dragon,Yes,2021-06-11,20000000,1:43,11700000
Movies,The Mother,Yes,2023-05-12,22700000,1:57,11600000
Movies,Hierarchy (2025),No,,19200000,1:40,11500000
Movies,Homefront (2013),No,,19100000,1:40,11500000
Movies,Minions & More Volume 1,Yes,,9400000,0:49,11500000
Movies,Bhooth Bangla,No,,31000000,2:43,11400000
Movies,Man on Fire (2004),No,,27800000,2:26,11400000
Movies,Freelance (2023),No,,20700000,1:49,11400000
Movies,Suitcase Killer: The Melanie McGuire Story,No,,16500000,1:27,11400000
Movies,Dr. Seuss' The Cat in the Hat,No,,15600000,1:22,11400000
Movies,Warcraft,No,,23100000,2:03,11300000
Movies,Damsel,Yes,2024-03-08,20700000,1:50,11300000
Movies,What Happens in Vegas,No,,18600000,1:39,11300000
Movies,Fall for Me,Yes,2025-08-21,19600000,1:45,11200000
Movies,Matilda (1996),No,,18100000,1:38,11100000
Movies,Spirit: Stallion of the Cimarron,No,,15500000,1:24,11100000
Movies,The Wild Robot,No,,18700000,1:42,11000000
Movies,Je m’appelle Agneta,Yes,2026-04-29,20700000,1:54,10900000
Movies,Pitch Perfect,No,,20300000,1:52,10900000
Movies,The Gray Man,Yes,2022-07-22,22900000,2:09,10700000
Movies,The Thursday Murder Club,Yes,2025-08-28,21300000,2:00,10700000
Movies,Fall (2022),No,,19000000,1:47,10700000
Movies,Trolls Band Together,No,,16400000,1:32,10700000
Movies,M3GAN 2.0,No,,21100000,2:00,10600000
Movies,Bad Boys: Ride or Die,No,,20500000,1:56,10600000
Movies,Clifford the Big Red Dog (2021),No,,17200000,1:37,10600000
Movies,The SpongeBob Movie: Sponge Out of Water,No,,16900000,1:36,10600000
Movies,The World Will Tremble,No,,19100000,1:49,10500000
Movies,The Old Guard 2,Yes,2025-07-02,18700000,1:47,10500000
Movies,The Adventures of Sharkboy and Lavagirl,No,,16200000,1:33,10500000
Movies,YES DAY,Yes,2021-03-12,15800000,1:30,10500000
Movies,Kraven the Hunter,No,,22100000,2:07,10400000
Movies,The Life List,Yes,2025-03-28,21500000,2:05,10300000
Movies,Fifty Shades Freed,No,,18000000,1:45,10300000
Movies,Fifty Shades Darker,No,,20000000,1:58,10200000
Movies,365 Days (2020),Yes,,19600000,1:55,10200000
Movies,Karate Kid: Legends,No,,16000000,1:34,10200000
Movies,Gaslit By My Husband: The Morgan Metzer Story,No,,15000000,1:28,10200000
Movies,The Wrong Paris,Yes,2025-09-12,18100000,1:47,10100000
Movies,Troll 2,Yes,2025-12-01,17600000,1:45,10100000
Movies,The Creator,No,,22300000,2:14,10000000
Movies,6 Underground,Yes,2019-12-13,21600000,2:09,10000000
Movies,Godzilla x Kong: The New Empire,No,,19100000,1:55,10000000
Movies,My Oxford Year,Yes,2025-08-01,18900000,1:53,10000000
Movies,Nuremberg (2025),No,,24500000,2:29,9900000
Movies,The Croods,No,,16200000,1:38,9900000
Movies,Jurassic World: Dominion,No,,24000000,2:27,9800000
Movies,Purple Hearts,Yes,2022-07-29,20500000,2:05,9800000
Movies,Enola Holmes,Yes,2020-09-23,20200000,2:04,9800000
Movies,IF (2024),No,,16900000,1:44,9800000
Movies,Cleaner (2007),No,,14600000,1:29,9800000
Movies,Street Flow 3 // Banlieusards 3,Yes,2026-03-04,18200000,1:52,9700000
Movies,Feel the Beat,Yes,2020-06-19,17700000,1:50,9700000
Movies,Speak No Evil (2024),No,,17700000,1:50,9700000
Movies,Caramelo,Yes,2025-10-08,16300000,1:41,9700000
Movies,A Perfect Getaway,No,,15700000,1:37,9700000
Movies,Maa Behen // मां बहन,Yes,2026-06-04,20400000,2:08,9600000
Movies,Black and Blue (2019),No,,17300000,1:48,9600000
Movies,The Garfield Movie,No,,16100000,1:41,9600000
Movies,Barnyard,No,,14400000,1:30,9600000
Movies,Triple Frontier,Yes,2019-03-13,19900000,2:06,9500000
Movies,96 Minutes // 96分鐘 // 96 分钟,Yes,,19000000,2:00,9500000
Movies,28 Years Later: The Bone Temple,No,,17300000,1:49,9500000
Movies,The Adam Project,Yes,2022-03-11,17000000,1:47,9500000
Movies,Champagne Problems,Yes,2025-11-19,15600000,1:39,9500000
Movies,Yoh! Bestie,Yes,2026-02-06,15200000,1:36,9500000
Movies,Twilight (2008),No,,19100000,2:02,9400000
Movies,Extraction,Yes,2020-04-24,18500000,1:58,9400000
Movies,Venom: The Last Dance,No,,17100000,1:49,9400000
Movies,The Kissing Booth,Yes,2018-05-11,16600000,1:46,9400000
Movies,Spy Kids: Armageddon,Yes,2023-09-22,15400000,1:38,9400000
Movies,Buen Camino,Yes,,14300000,1:31,9400000
Movies,Let Him Go,No,,17700000,1:54,9300000
Movies,The Lego Movie,No,,15600000,1:41,9300000
Movies,Going in Style (2017),No,,14900000,1:36,9300000
Movies,Madagascar 3: Europe's Most Wanted,No,,14800000,1:36,9300000
Movies,Toaster // टोस्टर,Yes,2026-04-15,19300000,2:06,9200000
Movies,Outside the Wire,Yes,2021-01-15,17700000,1:56,9200000
Movies,Pitch Perfect 2,No,,17600000,1:55,9200000
Movies,Street Kings,No,,16700000,1:49,9200000
Movies,Cloudy with a Chance of Meatballs (2009),No,,13800000,1:30,9200000
Movies,Counterattack // Contraataque,Yes,2025-02-28,13000000,1:25,9200000
Movies,The Union,Yes,2024-08-16,16500000,1:49,9100000
Movies,Vivo,Yes,2021-08-06,15200000,1:40,9100000
Movies,Jennifer's Body,No,,15500000,1:43,9000000
Movies,The Giant Falls // El último gigante,Yes,2026-04-01,15300000,1:42,9000000
Movies,The Angry Birds Movie,No,,14700000,1:38,9000000
Movies,Border 2 // बॉर्डर 2,Yes,,29900000,3:22,8900000
Movies,Kara (2026),No,,23500000,2:39,8900000
Movies,Murder Mystery,Yes,2019-06-14,14400000,1:38,8800000
Movies,K.O.,Yes,2025-06-06,12700000,1:27,8800000
Movies,A Royal Winter,No,,12300000,1:24,8800000
Movies,Casino Royale (2006),No,,21000000,2:25,8700000
Movies,Leave the World Behind,Yes,2023-12-08,20700000,2:22,8700000
Movies,Rebel Ridge,Yes,2024-09-06,19200000,2:12,8700000
Movies,Shooter (2007),No,,18200000,2:05,8700000
Movies,The Book of Life (2014),No,,14100000,1:37,8700000
Movies,Exterritorial,Yes,2025-04-30,15600000,1:49,8600000
Movies,Pixels (2015),No,,15200000,1:46,8600000
Movies,Skyfall,No,,20200000,2:23,8500000
Movies,The Electric State,Yes,2025-03-14,18100000,2:08,8500000
Movies,Roald Dahl's Matilda The Musical,No,2022-12-25,17300000,2:02,8500000
Movies,Me Time,Yes,2022-08-26,14800000,1:44,8500000
Movies,Rumble (2021),No,,13500000,1:35,8500000
Movies,The Little Things (2021),No,,17900000,2:08,8400000
Movies,No Good Deed (2014),No,,11700000,1:24,8400000
Movies,Enola Holmes 2,Yes,2022-11-04,18200000,2:11,8300000
Movies,Sicario: Day of the Soldado,No,,16800000,2:02,8300000
Movies,In Her Shoes,No,,18000000,2:11,8200000
Movies,Mowgli: Legend of the Jungle,No,2018-12-07,14300000,1:45,8200000
Movies,Flipped (2010),No,,12300000,1:30,8200000
